,Price,Make,Model,Year,Mileage,Fuel Type,Body Type,Engine Size (Litres),Power
1866,6000.0,Toyota,Landcruiser,2006,385000.0,Diesel,SUV,3.0,
1867,2750.0,Opel,Astra,1992,91732.38,Petrol,Hatchback,1.4,
1868,63990.0,BMW,5-Series,2021,20921.42,Petrol Plug-in Hybrid,Estate,2.0,
1869,47990.0,Audi,A6,2019,62000.0,Diesel,Saloon,2.0,204.0
1871,3950.0,BMW,5-Series,2007,254037.5377,Diesel,Saloon,2.0,
1872,8950.0,Audi,A4,2013,263693.5777,Diesel,Estate,2.0,120.0
1873,3950.0,Honda,Accord,2008,366.92952,Diesel,Saloon,2.2,
1874,3350.0,KIA,RIO,2010,192882.6177,Diesel,MPV,1.5,
1875,4450.0,Audi,A3,2009,104056.7057,Petrol,Hatchback,1.6,
1877,87950.0,Audi,S6,2021,,Diesel,Saloon,3.0,435.0
1878,3750.0,Volvo,S40,2009,255325.0097,Diesel,Saloon,1.6,
1879,23950.0,BMW,6-Series,2013,185597.1355,Diesel,Coupe,3.0,313.0
1880,4450.0,Vauxhall,Insignia,2013,225075.855,Diesel,Hatchback,2.0,
1881,8942.0,Opel,Combo,2019,,Diesel,Van,1.5,
1882,6350.0,Citroen,Dispatch,2014,311973.7777,Diesel,Van,1.6,
1883,2450.0,Honda,Civic,2008,321.868,Diesel,Hatchback,2.2,
1884,6950.0,Hyundai,ix35,2012,289443.0177,Diesel,SUV,1.7,115.0
1885,9950.0,BMW,5-Series,2012,220246.2257,Diesel,Saloon,2.0,184.0
1886,4350.0,Renault,Megane,2010,128509.0177,Petrol,Hatchback,1.6,
1887,19950.0,Skoda,Octavia,2019,111647.9625,Diesel,Saloon,1.6,115.0
1888,1200.0,BMW,3-Series,2008,281634.5,Diesel,Saloon,2.0,
1889,2950.0,Volkswagen,Touran,2008,321.868,Diesel,MPV,1.9,
1890,4100.0,Peugeot,5008,2010,270000.0,Diesel,MPV,1.6,
1891,5950.0,Nissan,NV400,2012,321868.0,Diesel,Van,2.3,
1892,4000.0,BMW,3-Series,2006,317039.98,Diesel,Saloon,2.0,
1893,23000.0,Toyota,Hilux,2016,136793.9,Diesel,Pick Up,3.0,
1894,24900.0,Skoda,Octavia,2019,49437.31546,Diesel,Saloon,1.6,115.0
1895,3450.0,Ford,Transit,2011,197710.6377,Diesel,Van,2.4,
1896,1950.0,Ford,S-MAX,2009,402.335,Diesel,MPV,1.8,
1897,1950.0,Ford,Galaxy,2009,402.335,Diesel,MPV,1.8,
1898,17350.0,Hyundai,Tucson,2016,196138.3125,Diesel,SUV,1.7,115.0
1899,4450.0,Opel,Insignia,2013,225069.4177,Diesel,Hatchback,2.0,
1900,25950.0,Audi,A4,2018,162543.34,Diesel,Saloon,2.0,150.0
1901,3950.0,Opel,Corsa,2011,321.868,Diesel,Hatchback,1.2,
1902,16500.0,Nissan,X-Trail,2016,188273.4679,Diesel,SUV,1.6,130.0
1903,4950.0,Renault,Grand Scenic,2011,204147.9977,Diesel,MPV,1.5,110.0
1904,8950.0,Hyundai,ix35,2012,194730.14,Diesel,SUV,1.7,115.0
1905,7850.0,Mitsubishi,Lancer,2013,231744.96,Diesel,Saloon,1.8,150.0
1906,6950.0,Ferrari,Other,1999,305536.4177,Petrol,Coupe,2.0,
1907,29995.0,Volkswagen,Passat,2019,90001.0,Diesel,Saloon,1.6,120.0
1908,13950.0,Skoda,Fabia,2018,102595.425,Petrol,Hatchback,1.0,110.0
1909,6950.0,Fiat,Coupe,1999,305224.2057,Petrol,Coupe,2.0,
1910,25495.0,Volkswagen,Golf,2019,64501.0,Diesel,Hatchback,1.6,115.0
1911,22950.0,Renault,Grand Scenic,2018,137839.971,Diesel,MPV,1.5,110.0
1912,4350.0,Opel,Astra,2010,264868.3959,Diesel,Hatchback,1.7,
1913,19450.0,Renault,Master,2020,133060.2312,Diesel,Van,2.3,
1914,2750.0,Volkswagen,Jetta,2007,208976.0177,Petrol,Saloon,1.6,
1915,23995.0,Volkswagen,Golf,2018,46001.0,Petrol,Hatchback,1.0,110.0
1916,18450.0,Ford,Focus,2018,61154.92,Diesel,Hatchback,1.5,95.0
1917,33950.0,KIA,Sportage,2020,,Diesel,SUV,1.6,115.0
1918,42995.0,Volkswagen,Tiguan,2020,19001.0,Petrol,SUV,1.5,150.0
1919,47900.0,Ford,Focus,2017,90000.0,Petrol,Hatchback,2.3,350.0
1920,19450.0,SEAT,Ateca,2017,130758.875,Diesel,SUV,1.6,115.0
1921,10750.0,Ford,Transit Connect,2017,168000.0,Diesel,Van,1.5,
1922,26450.0,Volkswagen,Golf,2021,21565.156,Diesel,Estate,1.6,115.0
1923,13950.0,Nissan,Qashqai,2014,202776.84,Diesel,Hatchback,1.5,110.0
1924,33950.0,Nissan,Qashqai,2022,7748.9721,Petrol,MPV,1.3,140.0
1925,43995.0,Volkswagen,Tiguan,2020,48001.0,Diesel,SUV,2.0,150.0
1926,23950.0,KIA,Sportage,2019,130356.54,Diesel,SUV,1.6,115.0
1927,11550.0,Honda,Civic,2014,163000.0,Diesel,Hatchback,1.6,120.0
1928,13950.0,Ford,Focus,2017,180246.08,Diesel,Hatchback,1.5,95.0
1929,16950.0,Mazda,3,2019,139207.91,Diesel,Hatchback,1.5,105.0
1930,23950.0,Mercedes,E-Class,2016,136793.9,Diesel,Saloon,2.1,136.0
1931,35168.0,Renault,Captur,2022,0.0,Petrol,Crossover,1.0,90.0
1932,29950.0,Mitsubishi,Pajero,2015,168000.0,Diesel,SUV,3.2,200.0
1933,25750.0,BMW,5-Series,2017,183062.425,Diesel,Saloon,2.0,190.0
1934,3950.0,Volkswagen,Golf,2008,266581.0,Petrol,Hatchback,1.4,
1935,8250.0,Volkswagen,Passat,2013,347617.44,Diesel,Saloon,1.6,105.0
1936,17000.0,Ford,Transit Custom,2018,193120.8,Diesel,Van,2.0,
1937,8190.0,KIA,Ceed,2015,72557.0939,Diesel,Hatchback,1.6,
1938,47450.0,Mercedes,CLA-Class,2020,46000.0,Hybrid,Coupe,1.3,218.0
1939,27999.0,Citroen,Berlingo Multispace,2019,67592.28,Diesel,MPV,1.5,
1940,23495.0,Nissan,Qashqai,2018,94951.06,Diesel,Hatchback,1.5,110.0
1941,44440.0,Mercedes,CLA-Class,2020,29000.0,Diesel,Saloon,1.5,116.0
1942,,Mercedes,E-Class,2022,0.0,Diesel,Saloon,2.0,194.0
1943,33895.0,Mercedes,E-Class,2018,135000.0,Diesel,Saloon,2.0,194.0
1944,27999.0,Volkswagen,T-Roc,2020,61154.92,Petrol,SUV,1.5,150.0
1945,9250.0,SEAT,MII,2016,125000.0,Petrol,Hatchback,1.0,75.0
1947,22750.0,Jeep,Compass,2018,77500.0,Petrol,SUV,2.4,170.0
1948,19999.0,Renault,Captur,2018,48280.2,Diesel,SUV,1.5,
1949,43400.0,Volkswagen,Tiguan,2021,28269.0,Diesel,SUV,2.0,150.0
1950,49995.0,Jaguar,F-Pace,2019,76685.0,Diesel,SUV,2.0,180.0
1951,2995.0,Toyota,Corolla,2008,256000.0,Petrol,Saloon,1.4,
1952,12995.0,Volkswagen,Caddy,2014,64373.6,Diesel,MPV,1.6,75.0
1953,5995.0,Alfa Romeo,Giulietta,2011,199558.16,Diesel,Hatchback,1.6,105.0
1954,4795.0,Hyundai,ix20,2011,220000.0,Diesel,MPV,1.4,90.0
1955,4495.0,Peugeot,308,2011,186683.44,Petrol,Hatchback,1.4,95.0
1956,3250.0,Renault,Grand Megane,2013,355000.0,Diesel,Estate,1.5,90.0
1957,43950.0,BMW,5-Series,2018,41116.0,Hybrid,Saloon,2.0,252.0
1958,9995.0,Nissan,Micra,2016,89000.0,Petrol,Hatchback,1.2,80.0
1959,18995.0,Mercedes,SLK-Class,2013,144000.0,Diesel,Cabriolet,2.1,204.0
1960,9995.0,Nissan,Micra,2016,89000.0,Petrol,Hatchback,1.0,80.0
1961,12995.0,BMW,3-Series,2013,214042.22,Diesel,Estate,2.0,143.0
1962,9995.0,Mazda,CX-5,2013,202000.0,Diesel,SUV,2.2,150.0
1963,19850.0,Honda,HONDA CIVIC,1997,,Petrol,Hatchback,,
1964,1234.0,Audi,A4,2008,,Diesel,Saloon,2.0,
1966,16950.0,Renault,Trafic,2017,199199.2772,Diesel,Transporter,1.6,
1967,19800.0,Volkswagen,Golf,1990,85000.0,Petrol,Hatchback,1.8,
1968,28700.0,BMW,M3,1998,175418.06,Petrol,Coupe,3.2,
1969,6995.0,Honda,Civic,2012,207000.0,Diesel,Hatchback,2.2,150.0
1970,67800.0,BMW,M3,1987,107825.78,Petrol,Saloon,,
1971,10995.0,Toyota,Yaris,2016,129000.0,Petrol,Hatchback,1.0,68.0
1972,28700.0,Mitsubishi,L200,2019,143231.26,Diesel,Pick Up,2.4,
1973,9995.0,Opel,Corsa,2016,79000.0,Petrol,Hatchback,1.2,70.0
1975,8995.0,Chrysler,Compass,2013,80467.0,Petrol,Estate,2.0,
1976,12900.0,Citroen,C4 Picasso,2015,112911.0,Diesel,Hatchback,1.6,115.0
1977,13995.0,Ford,Kuga,2014,112653.8,Diesel,SUV,2.0,140.0
1978,11995.0,Toyota,SAI,2013,149000.0,Hybrid,Saloon,2.4,
1979,14995.0,Ford,Focus,2017,68000.0,Diesel,Saloon,1.5,95.0
1980,9995.0,SEAT,Altea,2015,118000.0,Diesel,MPV,1.6,105.0
1981,6995.0,Nissan,Qashqai+2,2012,229000.0,Diesel,MPV,1.5,110.0
1982,4995.0,Citroen,C4 Picasso,2011,210000.0,Diesel,MPV,1.6,110.0
1983,23800.0,Subaru,Impreza,1995,191511.46,Petrol,Saloon,2.0,
1984,32700.0,Subaru,Impreza,1998,191511.46,Petrol,Saloon,2.0,
1985,48700.0,Subaru,Impreza,1998,59000.0,Petrol,Coupe,0.2,
1986,2295.0,Mercedes,C-Class,2009,270000.0,Petrol,Saloon,1.6,
1987,6995.0,Honda,CR-Z,2010,189902.12,Petrol Hybrid,Coupe,1.5,
1989,11995.0,Toyota,Auris,2013,139000.0,Diesel,Hatchback,1.4,90.0
1990,11995.0,Nissan,Qashqai+2,2013,173808.72,Diesel,MPV,1.5,110.0
1991,13800.0,Nissan,Navara,2012,207604.86,Diesel,Pick Up,2.5,
1992,7995.0,BMW,5-Series,2011,321000.0,Diesel,Saloon,2.0,184.0
1994,14995.0,Ford,Kuga,2016,208000.0,Diesel,SUV,2.0,120.0
1995,22800.0,Mercedes,C-Class,2015,228526.28,Diesel,Saloon,2.1,
1996,52300.0,Nissan,GT-R,2009,86904.36,Petrol,Coupe,3.8,
1998,13800.0,Peugeot,Partner,2018,117481.82,Diesel,Van,1.6,
1999,69750.0,Audi,Q5,2022,11.0,Diesel,SUV,2.0,
2000,9995.0,Volkswagen,Scirocco,2011,156105.98,Diesel,Hatchback,2.0,140.0
2001,28900.0,Skoda,Superb,2018,93341.72,Diesel,Hatchback,2.0,
2002,29800.0,Jaguar,F-Pace,2016,127137.86,Diesel,SUV,2.0,
2003,13800.0,Peugeot,Partner,2018,117481.82,Diesel,Van,1.6,
2004,23700.0,BMW,5-Series,2015,157715.32,Diesel,Saloon,2.0,190.0
2005,22900.0,Toyota,Hilux,2014,191511.46,Diesel,Pick Up,3.0,
2006,28700.0,Mercedes,CLA-Class,2017,1.0,Diesel,Saloon,2.1,136.0
2007,23490.0,Citroen,Relay,2022,0.0,Diesel,Van,2.2,
2008,40995.0,Volkswagen,Golf,2018,63891.0,Petrol,Hatchback,2.0,
2009,19700.0,Audi,A3,2017,172199.38,Diesel,Hatchback,1.6,
2010,29800.0,Audi,A4,2018,165762.02,Diesel,Saloon,2.0,
2011,22800.0,Mercedes,C-Class,2014,199558.16,Diesel,Saloon,2.1,
2012,4995.0,Volkswagen,Touareg,2007,203000.0,Diesel,SUV,2.5,
2013,26995.0,Volkswagen,Crafter,2019,98280.0,Diesel,Van,2.0,
2014,33500.0,Mercedes,AMG,2017,61187.0,Petrol Hybrid,Saloon,2.0,
2015,6495.0,Volkswagen,Caddy,2012,228000.0,Diesel,MPV,1.6,
2016,12999.0,Audi,A5,2011,167000.0,Diesel,Cabriolet,2.0,170.0
2017,695.0,Chevrolet,Lacetti,2008,177000.0,Petrol,Saloon,1.4,
2018,7995.0,SEAT,Ibiza,2015,192000.0,Diesel,MPV,1.2,75.0
2019,7995.0,Opel,Vivaro,2014,233354.3,Diesel,Van,1.6,
2020,9995.0,Volvo,V40,2013,160000.0,Diesel,Hatchback,1.6,115.0
2021,7950.0,Ford,Grand C-MAX,2012,194730.14,Diesel,MPV,1.6,95.0
2022,,Hyundai,i20,2019,35405.48,Petrol,Hatchback,1.2,
2023,19495.0,Nissan,Micra,2020,6900.0,Petrol,Hatchback,1.0,100.0
2024,56965.0,Hyundai,Ioniq 5,2023,0.0,Electric,Hatchback,,
2025,1495.0,Peugeot,307,2006,177000.0,Petrol,Hatchback,1.4,
2026,2650.0,Ford,Transit,2013,,Diesel,Minibus,2.2,
2027,25400.0,Mercedes,200,2017,98000.0,Diesel,Saloon,2.1,136.0
2028,44800.0,BMW,M3,2016,37014.82,Petrol,Saloon,3.0,
2029,22800.0,Land Rover,Range Rover Sport,2011,199558.16,Diesel,SUV,3.0,
2030,22224.15,Nissan,Navara,2019,156105.98,Diesel,Pick Up,2.3,
2031,17950.0,Audi,A6,2016,220479.58,Diesel,Saloon,2.0,190.0
2032,22700.0,Mercedes,C-Class,2015,233354.3,Diesel,Estate,2.1,170.0
2033,6250.0,Volkswagen,Passat,2011,257.4944,Diesel,Saloon,2.0,140.0
2034,15800.0,Nissan,Navara,2014,154496.64,Diesel,Pick Up,2.5,
2035,19600.0,Audi,A3,2016,157715.32,Diesel,Hatchback,1.6,
2036,46800.0,BMW,X5,2015,165762.02,Diesel,SUV,3.0,
2037,5950.0,Hyundai,ix20,2012,146000.0,Diesel,MPV,1.4,90.0
2038,36950.0,Mercedes,GLC-Class,2017,90001.0,Diesel,Estate,2.1,204.0
2039,27950.0,Honda,HR-V,2019,33000.0,Petrol,SUV,1.5,130.0
2041,15000.0,Mercedes,Sprinter,2017,184116.5427,Diesel,Van,2.1,
2043,2500.0,Toyota,Avensis,2008,158000.0,Petrol,Saloon,1.6,
2047,19995.0,Toyota,Prius,2017,103056.0,Hybrid,Hatchback,1.8,122.0
2048,7250.0,Dacia,Logan,2016,236.0,Diesel,Estate,1.5,90.0
2049,64975.0,BMW,5-Series,2021,71084.0,Diesel,Saloon,3.0,265.0
2050,15990.0,KIA,RIO,2019,128747.2,Petrol,Hatchback,1.4,
2051,10524.15,Ford,S-MAX,2014,116640.1352,Diesel,MPV,2.0,
2052,14990.0,SEAT,Leon,2017,110000.0,Petrol,Hatchback,1.2,
2053,5990.0,Hyundai,i30,2011,321868.0,Diesel,Hatchback,1.6,90.0
2054,7950.0,Honda,Jazz,2013,96560.4,Petrol,Hatchback,1.2,90.0
2055,6750.0,Opel,Corsa,2012,87000.0,Petrol,Hatchback,1.0,65.0
2056,33950.0,Volkswagen,T-Roc,2022,1000.0,Petrol,SUV,1.0,110.0
2057,16945.0,Renault,Clio,2021,56180.0,Petrol,Hatchback,1.0,100.0
2059,12994.0,Volkswagen,Golf,2014,185074.1,Diesel,Hatchback,1.6,105.0
2060,8250.0,Nissan,Qashqai+2,2011,152195.2838,Diesel,MPV,1.5,110.0
2061,15750.0,Volkswagen,Passat,2016,156000.0,Diesel,Saloon,2.0,150.0
2062,5495.0,Volkswagen,Golf,2009,227713.5633,Petrol,Hatchback,1.4,
2063,8950.0,Mitsubishi,Mirage,2015,82074.0,Petrol,Hatchback,1.0,
2064,9999.0,Ford,Focus,2017,204000.0,Diesel,Estate,1.5,95.0
2065,9000.0,Porsche,944,1987,207604.86,Petrol,Hatchback,2.5,
2066,37900.0,Volkswagen,Tiguan,2018,89100.0,Diesel,SUV,2.0,150.0
2067,49950.0,BMW,2-Series,2022,4000.0,Petrol,Coupe,2.0,184.0
2069,26494.0,SEAT,Ateca,2019,69534.0,Petrol,SUV,1.0,115.0
2070,29495.0,Volkswagen,Golf,2019,78140.0,Electric,Estate,,136.0
2071,1850.0,Opel,Insignia,2010,252666.38,Diesel,Saloon,2.0,
2073,25500.0,Skoda,Superb,2017,104000.0,Diesel,Estate,2.0,150.0
2074,24890.0,Volkswagen,Golf,2019,73176.6898,Diesel,Hatchback,1.6,
2075,64900.0,Audi,Q5,2020,47736.0,Hybrid,SUV,2.0,
2076,1995.0,Nissan,Micra,2003,95000.0,Petrol,Hatchback,1.2,
2077,9950.0,Renault,Fluence,2015,118900.0,Diesel,Saloon,1.5,95.0
2078,8950.0,Renault,Clio,2013,99000.0,Petrol,Hatchback,1.1,75.0
2079,12950.0,Volkswagen,Polo,2014,67400.0,Petrol,Hatchback,1.2,90.0
2080,16500.0,Peugeot,Partner,2020,21000.0,Diesel,MPV,1.5,
2082,24995.0,Honda,HR-V,2018,43006.0,Diesel,SUV,1.6,120.0
2083,5750.0,Ford,Fiesta,2011,219050.0,Diesel,Hatchback,1.4,70.0
2084,,Mercedes,Vario,2006,102391.0,Diesel,Minibus,4.2,
2085,8500.0,Volkswagen,Golf,2013,289000.0,Diesel,Hatchback,1.6,105.0
2086,10995.0,Nissan,Qashqai,2015,236452.2795,Diesel,Hatchback,1.5,110.0
2087,36950.0,BMW,6-Series,2016,112653.8,Diesel,Coupe,3.0,313.0
2088,9950.0,BMW,5-Series,2010,311536.0372,Diesel,Saloon,3.0,
2089,13250.0,Ford,Transit Custom,2017,205000.0,Diesel,Van,2.0,
2090,542.0,Toyota,Hilux,2012,,Diesel,Pick Up,3.0,
2092,11990.0,Honda,Jazz,2014,92849.26196,Hybrid,Hatchback,1.5,
2093,14250.0,Volkswagen,Golf,2014,95000.0,Petrol,Estate,1.2,110.0
2094,,Land Rover,Range Rover Sport,2019,101003.0,Hybrid,SUV,2.0,404.0
2095,19900.0,Mini,Cooper,2016,173808.72,Diesel,Hatchback,2.0,
2096,18900.0,Skoda,Octavia,2018,117000.0,Diesel,Saloon,1.6,90.0
2097,16500.0,Volkswagen,Polo,2019,49000.0,Petrol,Hatchback,1.0,65.0
2099,8650.0,Volkswagen,Golf,2013,220479.58,Diesel,Hatchback,1.6,105.0
2100,13950.0,Nissan,Qashqai,2014,115000.0,Petrol,Hatchback,1.2,115.0
2101,5200.0,Nissan,Qashqai,2011,214525.022,Diesel,Hatchback,1.5,110.0
2103,18000.0,Mitsubishi,L200,2015,180000.0,Diesel,Crew Cab,2.5,
2104,3950.0,Opel,Vivaro,2006,276000.0,Diesel,Crew Cab,2.5,
2105,2500.0,Toyota,Corolla,2006,321868.0,Diesel,Hatchback,1.4,
2106,8950.0,Dacia,Duster,2015,159862.0,Diesel,SUV,1.5,110.0
2107,15500.0,Citroen,Relay,2019,170047.6924,Diesel,Van,2.0,
2108,11450.0,KIA,Sportage,2014,207604.86,Diesel,SUV,1.7,115.0
2109,2200.0,Ford,Transit,2007,341931.0,Diesel,Van,1.8,
2110,20400.0,Volkswagen,Polo,2020,15500.0,Petrol,Hatchback,1.0,
2111,3250.0,Fiat,Doblo,2012,133.57522,Diesel,Van,1.2,
2112,9500.0,Toyota,Vitz,2016,102997.76,Petrol,Hatchback,1.0,68.0
2113,19500.0,Audi,A3,2016,185074.1,Diesel,Saloon,2.0,150.0
2114,14650.0,Nissan,Serena,2014,122309.84,Petrol Hybrid,MPV,2.0,
2115,11995.0,Nissan,Note,2016,111755.0,Petrol,MPV,1.2,
2116,5250.0,Toyota,Auris,2010,215000.0,Diesel,Hatchback,1.4,
2117,3950.0,Ford,Fiesta,2009,199800.0,Petrol,Hatchback,1.2,
2118,20995.0,Honda,VEZEL,2016,80518.0,Hybrid,MPV,1.5,
2119,79990.0,Land Rover,Range Rover Sport,2019,79203.6681,Petrol Plug-in Hybrid,SUV,2.0,
2121,5995.0,Ford,Focus,2011,249700.3664,Diesel,Saloon,1.6,95.0
2122,2000.0,Citroen,C4 Picasso,2007,204386.18,Diesel,MPV,1.6,
2123,5350.0,Ford,Kuga,2011,240.0,Diesel,Van,2.0,
2124,21001.5,Audi,RS4,2006,149993.7067,Petrol,Saloon,4.2,
2125,29777.0,KIA,Sportage,2019,9275.0,Diesel,SUV,1.6,115.0
2126,20995.0,Volkswagen,Scirocco,2016,59128.0,Diesel,Hatchback,2.0,150.0
2127,7850.0,Volkswagen,Up!,2013,70810.96,Petrol,Hatchback,1.0,
2128,7950.0,Renault,Megane,2013,217260.9,Diesel,Hatchback,1.5,110.0
2129,27750.0,Volkswagen,Tiguan,2018,156303.9288,Diesel,SUV,2.0,150.0
2130,1500.0,Volkswagen,Polo,2005,290000.0,Petrol,Hatchback,1.2,
2131,9999.0,Ford,Focus,2017,204000.0,Diesel,Estate,1.5,95.0
2132,16250.0,Nissan,Qashqai,2018,138074.9346,Diesel,Hatchback,1.5,110.0
2133,2250.0,Mercedes,C-Class,2006,164000.0,Petrol,Coupe,1.8,
2134,4250.0,BMW,1-Series,2008,131000.0,Petrol,Hatchback,1.6,
2135,45900.0,Audi,A6,2019,66563.0,Diesel,Saloon,2.0,204.0
2136,17650.0,SEAT,Ateca,2018,205995.52,Diesel,SUV,1.6,115.0
2137,23995.0,Hyundai,Kona,2021,47217.0,Petrol,MPV,1.0,120.0
2138,32000.0,Audi,A6,2017,45501.0,Diesel,Saloon,2.0,190.0
2139,,Skoda,Kodiaq,2021,26000.0,Diesel,SUV,2.0,150.0
2140,17491.5,BMW,3 series,1991,120000.0,Petrol,Coupe,2.5,
2141,19450.0,Ford,Transit,2017,137421.5426,Diesel,Van,2.0,
2142,29499.0,Audi,A6,2018,186856.0,Diesel,Estate,2.0,190.0
2143,11900.0,Skoda,Octavia,2015,131066.2589,Diesel,Saloon,1.6,105.0
2144,8250.0,Mazda,3,2013,169688.8096,Diesel,Saloon,1.6,115.0
2145,37900.0,Audi,A8,2017,127131.4226,Diesel,Saloon,3.0,262.0
2148,35500.0,Volkswagen,Passat,2020,60717.0,Diesel,Saloon,2.0,150.0
2149,35950.0,KIA,Sportage,2022,11500.0,Diesel Hybrid,Van,1.6,
2150,36950.0,Audi,A8,2016,178636.74,Diesel,Saloon,3.0,
2151,18450.0,Dacia,Duster,2019,57500.0,Petrol,SUV,1.6,115.0
2152,17900.0,BMW,3-Series,2015,101367.4986,Diesel,Saloon,2.0,116.0
2154,17500.0,Citroen,Berlingo Multispace,2017,25749.44,Diesel,MPV,1.6,
2157,37995.0,Volkswagen,Caddy,2022,0.0,Diesel,MPV,2.0,
2158,24750.0,Land Rover,Discovery,2014,260000.0,Diesel,SUV,3.0,256.0
2159,5800.0,KIA,Venga,2010,102997.76,Diesel,MPV,1.4,
2160,7995.0,BMW,1-Series,2012,203581.51,Diesel,Coupe,2.0,143.0
2161,13750.0,Subaru,GT-Series,1999,292095.21,Petrol,Saloon,2.0,
2162,10950.0,Vauxhall,Insignia,2016,161477.0,Diesel,Hatchback,2.0,
2163,14950.0,Land Rover,Discovery,2009,160934.0,Diesel,Estate,2.7,
2164,31900.0,Volkswagen,Golf,2021,35000.0,Petrol,Estate,1.5,130.0
2165,25588.0,Renault,Clio,2022,0.0,Petrol,Hatchback,1.0,72.0
2166,1.0,Audi,Q3,2019,33365.0,Diesel,MPV,2.0,
2167,8950.0,Opel,Mokka,2014,117000.0,Diesel,SUV,1.7,130.0
2168,7250.0,Peugeot,508,2014,181232.6054,Diesel,Estate,1.6,115.0
2169,21000.0,Mercedes,C-Class,2015,127300.0,Diesel,Saloon,2.1,170.0
2170,14950.0,Mini,ONE,2016,48000.0,Diesel,Hatchback,1.5,
2171,44750.0,BMW,5-Series,2019,56005.032,Diesel,Saloon,2.0,190.0
2172,22950.0,BMW,5-Series,2005,95400.0,Petrol,Saloon,4.8,
2173,32500.0,Audi,A7,2016,60000.0,Diesel,Hatchback,3.0,218.0
2174,55950.0,BMW,5-Series,2020,67429.73666,Diesel Hybrid,Estate,2.0,
2175,38950.0,BMW,5-Series,2018,104949.8894,Petrol Hybrid,Saloon,2.0,
2176,31500.0,Volkswagen,Golf,2018,,Petrol,Estate,2.0,230.0
2177,37500.0,BMW,5-Series,2019,67983.0,Diesel,Saloon,2.0,
2178,71000.0,Porsche,911,2003,141300.052,Petrol,Coupe,3.6,
2179,48750.0,BMW,1-Series,2020,33796.14,Petrol,Hatchback,2.0,306.0
2181,55900.0,BMW,X5,2018,70810.96,Diesel,SUV,3.0,
2182,31950.0,BMW,5-Series,2018,120004.0,Diesel,Saloon,2.0,190.0
2183,29500.0,Audi,S3,2014,105000.0,Petrol,Hatchback,2.0,265.0
2184,55950.0,BMW,5-Series,2020,67429.73666,Diesel,Estate,2.0,
2185,37950.0,BMW,5-Series,2018,104612.0,Petrol Hybrid,Saloon,2.0,
2186,19250.0,Ford,Mondeo,2017,157000.0,Diesel,Hatchback,2.0,150.0
2187,36950.0,BMW,5-Series,2018,90491.0,Petrol Hybrid,Saloon,2.0,
2188,34750.0,Opel,Movano,2022,3999.0,Diesel,Van,2.2,
2189,12945.0,Fiat,500,2017,72000.0,Petrol,Hatchback,1.2,69.0
2190,28950.0,Audi,A5,2017,179602.344,Diesel,Hatchback,2.0,190.0
2191,37950.0,BMW,5-Series,2019,84862.0,Diesel,Saloon,2.0,190.0
2192,41750.0,Audi,Q5,2018,136000.0,Diesel,SUV,2.0,190.0
2193,16950.0,Nissan,Qashqai,2016,122473.9927,Diesel,Hatchback,1.5,110.0
2194,22000.0,BMW,5-Series,2016,193120.8,Diesel,Saloon,2.0,190.0
2195,,Porsche,Boxster,2004,83685.68,Petrol,Cabriolet,3.2,
2196,44000.0,BMW,5-Series,2019,47000.0,Diesel,Saloon,2.0,190.0
2197,43500.0,BMW,5-Series,2019,70810.96,Diesel,Saloon,2.0,190.0
2198,15995.0,Ford,Kuga,2014,87461.19164,Diesel,SUV,2.0,140.0
2199,25950.0,Opel,Grandland X,2020,14878.0,Petrol,MPV,1.2,130.0
2200,3800.0,Ford,Transit,2011,196000.0,Diesel,Van,1.8,
2203,4850.0,Mazda,5,2011,205000.0,Diesel,MPV,1.6,115.0
2204,15495.0,Renault,Captur,2017,116402.0,Diesel,Hatchback,1.5,90.0
2205,6999.0,Volvo,V40,2013,267150.44,Diesel,Hatchback,1.6,115.0
2206,20000.0,SEAT,Ateca,2017,136000.0,Diesel,SUV,1.6,115.0
2207,,Peugeot,Partner,2017,245041.3271,Diesel,MPV,1.6,
2208,199000.0,Peugeot,5008,2021,200.0,Diesel,MPV,1.5,
2210,16950.0,Nissan,Note,2020,104002.0,Petrol,Hatchback,1.2,
2211,2295.0,Peugeot,207,2008,236785.4129,Petrol,Estate,1.4,
2212,19900.0,Audi,A6,2015,196267.0,Diesel,Saloon,2.0,150.0
2216,19995.0,Toyota,Prius,2017,108669.0,Hybrid,Hatchback,1.8,122.0
2217,17950.0,Dacia,Sandero,2021,21000.0,Petrol,Hatchback,0.9,90.0
2218,12450.0,Nissan,Juke,2015,105157.0,Diesel,SUV,1.5,110.0
2221,17450.0,Toyota,Prius,2017,112858.0,Petrol Hybrid,Hatchback,1.8,
2225,13999.0,Skoda,Octavia,2017,184495.0,Diesel,Saloon,1.6,110.0
2226,20950.0,Ford,Transit,2017,101388.42,Diesel,Van,2.0,
2227,29792.0,Mini,Cooper,2020,15536.56836,Petrol,Hatchback,1.5,
2228,950.0,Nissan,Almera,2005,162143.0,Petrol,Hatchback,1.5,
2229,10500.0,Ford,Fiesta,2016,185074.1,Petrol,Hatchback,1.0,65.0
2230,29900.0,Volkswagen,Tiguan,2017,81000.0,Diesel,SUV,2.0,
2231,27950.0,BMW,5-Series,2016,105970.0,Diesel,Estate,2.0,
2232,21950.0,Audi,A3,2017,137560.0,Diesel,Hatchback,1.6,110.0
