,Name,Price,Make,Model,Trim,Trim Level,Year,Mileage,Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,EURO NCAP Safety Rating,Warranty,Battery Capacity,Horsepower,Machinery Type,Battery Range (up to)
446,Lexus RX450h 3.5 Hybrid AWD Luxury Panoramic Roof,"€53,949",Lexus,RX,Luxury,Medium Trim,2017,"59,950 km",Hybrid,Automatic,SUV,3.5 litre,313hp,7.7 sec,5,5,Silver,Ireland,2,270,Feb 2023,5/5,Available,---,,,
447,Toyota Camry Platinum Edition 2.5 Hybrid Call Tod,"€50,115",Toyota,Camry,Platinum Edition,Luxury Trim,2022,2 km,Hybrid,Automatic,Saloon,2.5 litre,218hp,8.3 sec,5,4,Black,Ireland,---,200,---,---,Available,1.6 kWh,,,
448,Toyota Landcruiser 2.8 Lwb Comm Automatic New Ava,"€44,637",Toyota,Landcruiser,Business,Medium Trim,2022,3 km,Diesel,Automatic,SUV,2.8 litre,177hp,12.7 sec,2,4,Silver,Ireland,1,1250,---,---,Available,,,,
449,Toyota Landcruiser 2.8 SWB Auto With Black Leathe,"€44,650",Toyota,Landcruiser,---,---,2022,10 km,Diesel,Automatic,SUV,2.8 litre,---,---,---,2,Black,Ireland,1,---,---,---,Available,,,,
450,Toyota Landcruiser 2.8 Auto LWB Commercial Leathe,"€46,045",Toyota,Landcruiser,Business,Medium Trim,2022,0 km,Diesel,Automatic,SUV,2.8 litre,177hp,12.7 sec,2,5,Silver,Ireland,---,1250,---,---,Available,,,,
451,Toyota Proace 1.5 GX LWB Call Today 01 4606070,"€19,949",Toyota,Proace,,,2021,"19,950 km",Diesel,Manual,Van,1.5 litre,,,---,,,,,,,,,,,,
452,Toyota Yaris 1.0 Luna Sport 3 Years Free Servicin,"€23,449",Toyota,Yaris,Luna,Medium Trim,2022,6 km,Petrol,Manual,Hatchback,1.0 litre,72hp,15.3 sec,5,4,White,Ireland,---,170,---,5/5,Available,,,,
453,BMW 7 Series 740e M-sport Plug in Hybrid Call Tod,"€51,795",BMW,7-Series,---,---,2018,"48,950 km",Hybrid,Automatic,Saloon,2.0 litre,---,---,---,4,Silver,Ireland,1,---,Sep 2022,---,Available,---,,,
454,Toyota Corolla 1.6 Aura Call Today 01 4606070,"€21,949",Toyota,Corolla,Aura,Base Trim,2019,"39,950 km",Petrol,Manual,Saloon,1.6 litre,132hp,9.7 sec,5,4,Gold,Ireland,2,270,Jul 2023,5/5,Available,,,,
455,Toyota Auris 1.2t 5DR Luna Call Today 4606070,"€18,449",Toyota,Auris,Luna,Medium Trim,2017,"43,950 km",Petrol,Manual,Hatchback,1.2 litre,116hp,10.1 sec,5,5,Silver,Ireland,2,200,Jan 2023,---,Available,,,,
456,Toyota Landcruiser 2.8 Platinum 5 Seater Commerci,"€51,949",Toyota,Landcruiser,Business,Medium Trim,2018,"108,950 km",Diesel,Automatic,SUV,2.8 litre,177hp,12.7 sec,5,5,Silver,Ireland,1,1200,---,---,Available,,,,
457,Toyota Highlander 2.5 Sol High Spec 7 Seats Call,"€68,449",Toyota,Highlander,Sol,Medium Trim,2021,"29,950 km",Hybrid,Automatic,MPV,2.5 litre,246hp,8.3 sec,7,5,Grey,Ireland,1,280,Jan 2025,---,Available,1.9 kWh,,,
458,Toyota Avensis 1.8 Luna Auto Call Today 01 4606070,"€19,949",Toyota,Avensis,Luna,Medium Trim,2016,"64,950 km",Petrol,Automatic,Saloon,1.8 litre,147hp,10.4 sec,5,5,Gold,Ireland,1,280,Nov 2022,---,Available,,,,
459,Mitsubishi ECLIPSE CROSS 1.5 Intense Call Today o,"€22,449",Mitsubishi,Eclipse Cross,Intense,Medium Trim,2019,"51,950 km",Petrol,Manual,Estate,1.5 litre,163hp,10.3 sec,5,5,Red,Ireland,1,390,May 2023,5/5,Available,,,,
460,Nissan QASHQAI 1.3 SE Panoramic Roof Call Today 0,"€27,449",Nissan,Qashqai,SE,Base Trim,2020,"49,950 km",Petrol,Manual,MPV,1.3 litre,160hp,8.9 sec,5,5,Blue,Ireland,1,270,Sep 2024,5/5,Available,,,,
461,Hyundai i10 1.0 Deluxe Call Today 01-4606070,"€16,249",Hyundai,i10,Deluxe,Medium Trim,2021,"7,950 km",Petrol,Manual,Hatchback,1.0 litre,67hp,14.6 sec,4,5,Grey,Ireland,1,190,Jan 2025,3/5,Available,,,,
462,BMW 3 Series 330e M-sport Plug In Hybrid Call Tod,"€48,849",BMW,3-Series,---,---,2021,"29,950 km",Hybrid,Automatic,Saloon,2.0 litre,---,---,---,4,Grey,Ireland,1,---,---,---,Available,---,,,
463,2011 LANDROVER RANGE ROVER VOGUE 4.4 DIESEL AUTO,"€29,950",LAND ROVER,Range Rover,---,---,2011,"116,000 mi",Diesel,Automatic,SUV,4.4 litre,---,---,5,5,Black,Ireland,2,333,Dec 2022,---,,,,,
464,Toyota C-HR 1.2 Sol Call Today on 01 4606070,"€22,949",Toyota,C-HR,Sol,Luxury Trim,2017,"44,950 km",Petrol,Manual,SUV,1.2 litre,116hp,10.9 sec,5,5,Grey,Ireland,1,280,Jan 2023,---,Available,,,,
465,Lexus NX 300h 2.5 Hybrid AWD F Sport Panoramic Ro,"€40,949",Lexus,NX,F-Sport,Sports Trim,2018,"109,950 km",Hybrid,Automatic,SUV,2.5 litre,197hp,9.3 sec,5,5,Grey,Ireland,2,270,Mar 2022,5/5,Available,---,,,
466,Lexus LC500h 3.5 Hybrid Luxury Call Today on 0146,"€115,949",Lexus,LC,Luxury,Base Trim,2021,"14,950 km",Hybrid,Automatic,Coupe,3.5 litre,359hp,5.0 sec,4,2,Red,Ireland,1,600,Mar 2025,---,Available,---,,,
467,Toyota Corolla 1.4 D4D Luna Chrome Pack Call Toda,"€16,949",Toyota,Corolla,Luna,Luxury Trim,2016,"74,950 km",Diesel,Manual,Saloon,1.4 litre,90hp,12.5 sec,5,4,Grey,Ireland,2,190,Oct 2022,---,Available,,,,
468,Toyota Rav4 2.5 Hybrid Luna Sport Call Today (01),"€28,749",Toyota,RAV4,Luna,Medium Trim,2018,"89,950 km",Hybrid,Automatic,SUV,2.5 litre,197hp,8.3 sec,5,5,Grey,Ireland,2,200,May 2022,5/5,Available,---,,,
469,Peugeot 2008 1.2 Puretech Active Call Today on 01,"€16,949",Peugeot,2008,Active,Medium Trim,2018,"56,950 km",Petrol,Manual,SUV,1.2 litre,82hp,13.5 sec,5,5,Red,Ireland,1,200,Apr 2024,5/5,Available,,,,
470,SEAT Arona 1.0 Auto FR High Spec Call Today 01460,"€25,449",SEAT,Arona,FR,Sports Trim,2020,"21,950 km",Petrol,Automatic,SUV,1.0 litre,115hp,10.0 sec,5,5,Red,Ireland,1,200,Jan 2024,5/5,Available,,,,
471,Audi Q5 2.0 TDI Quattro S Line S/S 5d 175 BHP,"£11,950",Audi,Q5,---,---,2013,"105,642 mi",Diesel,Manual,Estate,2.0 litre,---,---,---,5,Black,Northern Ireland,---,---,---,---,,,,,
472,Dacia Sandero TCe 100 LPG Comfort (available IN S,"€19,850",Dacia,Sandero,Comfort,Luxury Trim,2022,50 km,Dual Fuel,Manual,Hatchback,1.0 litre,100hp,11.6 sec,5,4,Blue,Ireland,---,180,Jul 2026,---,Available,,,,
473,Toyota Auris 1.2t Luna Sport Call Today on 01 460,"€18,949",Toyota,Auris,Luna Sport,Medium Trim,2017,"19,950 km",Petrol,Manual,Hatchback,1.2 litre,116hp,10.1 sec,5,5,White,Ireland,1,270,Sep 2023,5/5,Available,,,,
474,Toyota Landcruiser 2.8 Swb Gx Comm Call Today.ph,"€33,749",Toyota,Landcruiser,---,---,2019,"99,000 km",Diesel,Manual,SUV,2.8 litre,---,---,---,2,Grey,Ireland,1,---,---,---,Available,,,,
475,Toyota celica,"€6,850",Toyota,Celica,,,1997,"108,447 mi",Unknown,---,Unknown,---,,,---,---,White,United Kingdom,3,---,---,,,,,,
476,Toyota AYGO 1.0 X-play Call Today 014606070,"€13,949",Toyota,Aygo,x-play,Base Trim,2019,"27,000 km",Petrol,Manual,Hatchback,1.0 litre,72hp,13.8 sec,4,5,Silver,Ireland,2,180,Feb 2023,4/5,Available,,,,
477,BMW 7 Series 740e M-sport Plug in Hybrid Call Tod,"€51,795",BMW,7-Series,M Sport,Luxury Trim,2018,"48,950 km",Petrol,Automatic,Saloon,2.0 litre,326hp,5.4 sec,5,4,Silver,Ireland,1,140,Sep 2022,---,Available,,,,
478,Toyota Yaris 1.0 Luna Call Today on 01 4606070,"€18,949",Toyota,Yaris,Luna,Medium Trim,2020,"5,950 km",Petrol,Manual,Hatchback,1.0 litre,72hp,15.3 sec,5,4,Silver,Ireland,1,190,Feb 2024,5/5,Available,,,,
479,Toyota Landcruiser 2.8 LWB Commercial Call Today,"€33,749",Toyota,Landcruiser,---,---,2019,"58,950 km",Diesel,Manual,SUV,2.8 litre,---,---,---,5,Grey,Ireland,1,---,---,---,Available,,,,
480,Volvo XC40 T3 156bhp Inscription (heated Screen /,No Price,Volvo,XC40,INSCRIPTION,Luxury Trim,2018,"67,576 km",Petrol,Manual,SUV,1.5 litre,156hp,9.4 sec,5,5,Blue,Ireland,1,390,Jul 2022,---,2 Year,,,,
481,Audi A3 SB 2.0tdi 116HP S Line - Black Edition -,"€44,019",Audi,A3,---,---,2022,15 km,Diesel,Manual,Hatchback,2.0 litre,---,---,---,5,Blue,Other,---,---,---,---,Available,,,,
482,Volkswagen T-Roc Sport 1.5 TSI 2021,"€32,500",Volkswagen,T-Roc,Sport,Luxury Trim,2021,"37,290 km",Petrol,Automatic,SUV,1.5 litre,150hp,8.4 sec,5,5,Grey,Ireland,1,280,Mar 2025,5/5,,,,,
483,Renault Megane 1.5 dCi 110 Dynamique NAV,No Price,Renault,Megane,DYNAMIQUE NAV,Medium Trim,2016,"112,522 km",Diesel,Manual,Hatchback,1.5 litre,110hp,11.6 sec,5,4,White,Ireland,2,180,Sep 2022,5/5,Available,,,,
484,MINI COOPER TOP SPEC,"€13,500",Mini,ONE,---,---,2014,"69,000 mi",Diesel,---,Hatchback,1.5 litre,---,---,4,3,Blue,Ireland,1,180,Oct 2023,---,,,,,
485,BMW 5-Series 2017,"€33,450",BMW,5-Series,M Sport,Sports Trim,2017,"157,000 km",Diesel,Automatic,Saloon,2.0 litre,190hp,7.5 sec,5,4,Black,Ireland,1,200,Jun 2023,---,,,,,
486,2016 Nissan Micra 1.2 Petrol Automatic,"€7,990",Nissan,Micra,XE,Base Trim,2016,"82,152 km",Petrol,Automatic,Hatchback,1.2 litre,80hp,14.5 sec,5,4,Black,Ireland,1,270,Mar 2024,4/5,,,,,
487,Volkswagen Passat Passat 1.4tsi 125BHP Highline W,"€25,995",Volkswagen,Passat,Highline,Luxury Trim,2018,"49,450 km",Petrol,Manual,Saloon,1.4 litre,125hp,9.7 sec,5,4,Blue,Ireland,2,270,Jul 2022,5/5,Available,,,,
488,"Ford Ranger, 2017 3.2 Wildtrak","€27,950",Ford,Ranger,,,2017,"81,000 km",Diesel,Manual,Pick Up,3.2 litre,,,5,,,,,,,,,,,,
489,"Ford Transit, 2021",No Price,Ford,Transit,,,2021,"53,000 km",Diesel,Manual,Van,1.5 litre,,,3,,,,,,,,,,,,
490,162 -Renault Capture 1.0 -Petrol,"€13,250",Renault,Captur,---,---,2016,"45,123 mi",Petrol,Manual,SUV,0.9 litre,---,---,---,5,Blue,Northern Ireland,2,---,---,---,,,,,
491,"Lexus NX, 2016","€29,500",Lexus,NX,Executive,Medium Trim,2016,"70,000 km",Petrol Hybrid,Automatic,SUV,2.5 litre,197hp,9.3 sec,5,5,Black,Ireland,---,270,Oct 2024,5/5,,---,,,
492,"Volkswagen Caddy, 2019","€14,500",Volkswagen,Caddy,,,2019,"75,000 km",Diesel,Manual,MPV,2.0 litre,,,2,,,,,,,,,,,,
493,2009 Ford Focus,"€2,995",Ford,Focus,,,2009,"281,750 km",Diesel,Manual,Hatchback,1.8 litre,,,5,3,Black,Ireland,6,280,Feb 2023,,,,,,
494,Toyota Hilux 182 Invincible  **No Vat/Low Kms**,"€36,000",Toyota,Hilux,,,2018,"77,000 km",Diesel,Manual,Pick Up,2.4 litre,,,5,,,,,,,,,,,,
495,Ford Transit Custom Transit Custom 300 S Base 2.0,"€32,000",Ford,Transit Custom,,,2022,100 km,Diesel,Manual,Van,2.0 litre,,,---,,,,,,,,,,,,
496,Peugeot 308 1.6 HDI S 120bhp 5DR,"€3,550",Peugeot,308,,,2010,"102,000 mi",Diesel,Unknown,Hatchback,1.6 litre,,,5,---,Silver,Ireland,3,200,Aug 2022,,,,,,
497,Hyundai Tuscon 1.7 exec,"€24,000",Hyundai,Tucson,Premium,Medium Trim,2018,"49,450 mi",Diesel,Manual,SUV,1.7 litre,115hp,13.7 sec,5,5,Black,Ireland,---,200,Apr 2024,5/5,,,,,
498,Hyundai i10 CLASSIC White,"€11,500",Hyundai,i10,Classic,Base Trim,2019,"59,240 km",Petrol,Manual,Hatchback,1.0 litre,66hp,14.7 sec,5,4,White,Ireland,1,200,Feb 2023,4/5,,,,,
499,2011 Opel Astra Diesel,"€5,300",Opel,Astra,S,Base Trim,2011,"291,000 km",Diesel,Manual,Hatchback,1.2 litre,95hp,14.5 sec,5,5,Blue,Ireland,3,190,Jun 2023,---,,,,,
500,"Peugeot 308, 1.6 hdi","€5,700",Peugeot,308,ENVY,Medium Trim,2011,"201,111 km",Diesel,Manual,Hatchback,1.6 litre,92hp,12.4 sec,5,5,Blue,Ireland,1,200,May 2023,---,3 Month,,,,
501,VW Arteon R-Line 190,"€35,000",Volkswagen,Arteon,R-Line,Luxury Trim,2019,"74,000 km",Diesel,Automatic,Hatchback,2.0 litre,190hp,8.0 sec,5,5,Grey,Ireland,1,270,Jan 2023,---,,,,,
502,BMW M3 E30,"€58,000",BMW,E30 M3,,,1986,"222,000 km",Petrol,Manual,Coupe,2.3 litre,,,,,,,,,,,,,,,
503,Opel Corsa 2010 1.2lt,"€3,950",Opel,Corsa,,,2010,"104,000 km",Petrol,Manual,Hatchback,1.2 litre,,,5,5,Silver,Ireland,3,270,Jul 2023,,,,,,
504,New Citroen Berlingo X 100 BHP,No Price,Citroen,Berlingo,,,2022,35 km,Diesel,Manual,Panel Van,1.5 litre,,,3,,,,,,,,,,,,
505,Hyundai Tucson 1.6 Diesel Premium  top Spec,"€32,950",Hyundai,Tucson,Premium,Luxury Trim,2019,"68,000 km",Diesel,Manual,SUV,1.6 litre,115hp,11.8 sec,5,5,Olivine Grey,Ireland,1,270,---,5/5,Available,,,,
506,Toyota Corolla Corolla Hybrid Luna SAL,"€25,950",Toyota,Corolla,Luna,Medium Trim,2020,"42,799 km",Hybrid,Automatic,Saloon,1.8 litre,122hp,11.0 sec,5,4,---,Ireland,1,170,Jan 2024,5/5,Available,---,,,
507,"Opel Astra, 2014","€9,250",Opel,Astra,SC,Medium Trim,2014,"78,600 km",Diesel,Manual,Hatchback,1.2 litre,95hp,14.5 sec,5,5,Grey,Ireland,2,190,May 2024,5/5,,,,,
508,"2015 Dacia Sandero 1.1L - 91,000 KLM.","€8,900",Dacia,Sandero,ALTERNATIVE,Base Trim,2015,"91,000 km",Petrol,Manual,Hatchback,1.1 litre,75hp,14.5 sec,5,4,White,Ireland,1,280,Jun 2023,---,,,,,
509,2010 Peugeot 207 Diesel,"€4,900",Peugeot,207,,,2010,"277,400 km",Diesel,Manual,Hatchback,1.4 litre,,,5,5,Blue,Ireland,2,200,Jul 2023,,3 Month,,,,
510,"Renault Fluence, 2012","€7,900",Renault,Fluence,EXPRESSION,Base Trim,2012,"192,413 km",Diesel,Manual,Saloon,1.5 litre,90hp,13.0 sec,5,4,Silver,Ireland,1,200,Sep 2017,---,3 Month,,,,
511,2010 BMW 318,"€5,995",BMW,3-Series,,,2010,"255,000 km",Petrol,Manual,Saloon,2.0 litre,,,---,4,Red,Ireland,3,390,Nov 2023,,,,,,
512,"08 Mini Cooper, 1.6 Petrol, 6 Speed.","€4,600",Mini,Cooper,,,2008,"204,000 km",Petrol,Manual,Hatchback,1.6 litre,,,5,2,White,Ireland,6,270,Jan 2023,,,,,,
513,Cbx 650,"€2,000",HONGDA LF125,Other,,,1987,"60,000 km",,,,650 cc,,,,,,,,,,,,,,,
514,Mazda CX-5 2wd Executive,"€29,995",Mazda,CX-5,EXECUTIVE SE,Medium Trim,2019,"43,000 km",Diesel,Manual,SUV,2.2 litre,150hp,9.9 sec,5,4,White,Ireland,1,270,Jan 2023,5/5,Available,,,,
515,"2015 Opel Adam,","€10,900",Opel,Adam,JAM,Medium Trim,2015,"112,000 km",Petrol,Manual,Hatchback,1.4 litre,100hp,11.5 sec,4,3,White,Ireland,2,200,Jun 2023,4/5,3 Month,,,,
516,"Audi A4 2.0 TDI SE ULTRA, 2017","€21,995",Audi,A4,SE,Medium Trim,2017,"85,000 mi",Diesel,Manual,Saloon,2.0 litre,150hp,8.9 sec,5,4,Grey,Ireland,2,180,Feb 2023,5/5,6 Month,,,,
517,"VOLSWAGEN POLO 1.2 TSI COMFORT, 2014","€11,450",Volkswagen,Polo,---,---,2014,"74,000 km",Petrol,Automatic,Hatchback,1.2 litre,---,---,4,5,Red,Ireland,---,---,---,---,6 Month,,,,
518,"VOLKSWAGEN GOLF GTI, 2016","€25,250",Volkswagen,Golf,R,Sports Trim,2016,"63,000 km",Petrol,Automatic,Hatchback,2.0 litre,300hp,5.1 sec,5,5,White,Ireland,---,420,---,---,6 Month,,,,
519,"TOYOTA AQUA L, 2019","€14,950",Toyota,Aqua,---,---,2019,"86,000 km",Petrol Hybrid,Automatic,Hatchback,1.5 litre,---,---,5,5,White,Ireland,---,---,---,---,Available,---,,,
520,"Nissan Note E-POWER X, 2017","€13,750",Nissan,Note,---,---,2017,"100,000 km",Petrol Hybrid,Automatic,Hatchback,1.2 litre,---,---,5,5,Silver,Ireland,---,---,---,---,Available,---,,,
521,"HONDA FIT 1.5 HYBRID, 2015","€12,250",Honda,Fit,---,---,2015,"60,000 km",Petrol Hybrid,Automatic,Hatchback,1.5 litre,---,---,5,5,White,Ireland,---,---,---,---,3 Month,---,,,
522,"MAZDA 2 1.3 AUTO, 2014","€8,750",Mazda,2,EXCLUSIVE (FOCUS),Medium Trim,2014,"105,000 km",Petrol,Automatic,Hatchback,1.3 litre,63hp,14 sec,5,5,Grey,Ireland,1,420,---,---,3 Month,,,,
523,"OPEL Insignia Design NAV AUTO, 2017","€16,995",Opel,Insignia,---,---,2017,"72,000 mi",Diesel,Automatic,Saloon,1.6 litre,---,---,5,5,Black,Ireland,---,---,Jul 2024,---,6 Month,,,,
524,"BMW 420D M SPORT COUPE, 2016","€23,495",BMW,4-Series,Sport,Sports Trim,2016,"103,000 mi",Diesel,Automatic,Coupe,2.0 litre,190hp,7.1 sec,4,2,Black,Ireland,1,200,Jul 2022,---,6 Month,,,,
525,"Toyota YARIS 1.0 AUTO, 2017","€11,495",Toyota,Yaris,Terra,Medium Trim,2017,"92,000 km",Petrol,Automatic,Hatchback,1.0 litre,68hp,12 sec,5,5,White,Ireland,1,210,---,---,Available,,,,
526,011 ford focus 1.6 Diesel,"€4,500",Ford,Focus,Style,Base Trim,2011,"144,000 mi",Diesel,Manual,Hatchback,1.6 litre,109hp,10.9 sec,5,3,Black,Ireland,4,200,Oct 2023,---,,,,,
527,"Opel Vivaro/traffic, 2019","€18,300",Opel,Vivaro,,,2019,"49,000 km",Diesel,Manual,Van,1.6 litre,,,3,,,,,,,,,,,,
528,"MAZDA 2 1.3 AUTO, 2013","€7,995",Mazda,2,---,---,2013,"36,000 km",Petrol,Automatic,Hatchback,1.3 litre,---,---,5,4,White,Ireland,1,---,---,---,3 Month,,,,
529,"Lexus NX, 2015","€28,500",Lexus,NX,Executive,Medium Trim,2015,"74,000 km",Petrol Hybrid,Automatic,SUV,2.5 litre,197hp,9.3 sec,5,5,White,Ireland,1,270,Mar 2024,5/5,3 Month,---,,,
530,"HONDA FIT 1.5 HYBRID, 2017","€14,495",Honda,Fit,---,---,2017,"76,000 km",Petrol Hybrid,Automatic,Hatchback,1.5 litre,---,---,5,5,Silver,Ireland,1,---,---,---,6 Month,---,,,
531,"TOYOTA AQUA L, 2018","€13,750",Toyota,Aqua,---,---,2018,"116,000 km",Petrol Hybrid,Automatic,---,1.5 litre,---,---,5,5,Silver,Ireland,---,---,---,---,6 Month,---,,,
532,Kawasaki MEANSTREAK 1600,"€7,150",Kawasaki,VN1600,,,2006,"8,900 mi",,,,"1,600 cc",,,,,,,,,,,,,,,
533,Wheelchair Accessible 2022,"€38,000",Volkswagen,Caddy,---,---,2022,---,Diesel,Manual,MPV,2.0 litre,---,---,---,---,---,---,---,---,---,---,,,,,
534,BMW 4 Series Reduced to Clear Great Value 418D Se,"€23,500",BMW,4-Series,SE,Base Trim,2016,"149,669 km",Diesel,Automatic,Saloon,2.0 litre,190hp,8.0 sec,5,4,White,Ireland,3,200,Aug 2024,---,,,,,
535,"Nissan Micra, 2019","€12,950",Nissan,Micra,---,Base Trim,2019,"29,000 km",Petrol,Automatic,Hatchback,1.2 litre,80hp,14.5 sec,5,5,Silver,Ireland,---,190,Mar 2023,4/5,,,,,
536,Citroen Xsara Picasso 2005 NCT 9/23,€899,Citroen,Xsara,,,2005,"298,127 km",Petrol,Manual,MPV,1.6 litre,,,5,4,Red,Ireland,9,514,Sep 2023,,,,,,
537,Volkswagen Golf 2011,"€6,700",Volkswagen,Golf,COMFORTLINE,Medium Trim,2011,"150,000 mi",Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,5,Black,Ireland,2,200,Jul 2023,---,,,,,
538,2018 520d G30 M Sport Performance,"€35,500",BMW,5-Series,M Sport,Sports Trim,2018,"58,121 mi",Diesel,Automatic,Saloon,2.0 litre,190hp,7.5 sec,5,4,White,Ireland,---,190,Apr 2024,---,,,,,
539,Ford Kuga 1.5tdci 120PS FWD Titanium,"€25,500",Ford,Kuga,Titanium,Base Trim,2018,"73,521 km",Diesel,Manual,SUV,1.5 litre,120hp,12.7 sec,5,4,Grey,Ireland,2,280,Jul 2024,5/5,Available,,,,
540,Volkswagen Polo R-line 1.0tsi 95hp,"€28,942",Volkswagen,Polo,---,---,2023,---,Petrol,Manual,Hatchback,1.0 litre,---,---,---,5,Grey,Ireland,---,---,---,---,Available,,,,
541,"Opel Combo 1.3 CDTI, 2014","€4,200",Opel,Combo,,,2014,"126,000 mi",Diesel,Manual,Panel Van,1.2 litre,,,2,,,,,,,,,,,,
542,Audi A4 2008,"€2,800",Audi,A4,,,2008,"340,000 km",Diesel,Manual,Saloon,2.0 litre,,,5,4,Silver,Ireland,4,390,Dec 2022,,,,,,
543,Volkswagen Polo 1.2 TSI 5DR 90hp Comfortline,"€13,995",Volkswagen,Polo,Comfortline +,Medium Trim,2015,"119,000 km",Petrol,Automatic,Hatchback,1.2 litre,90hp,11.4 sec,5,5,Black,Ireland,1,180,---,5/5,Available,,,,
544,Nissan QASHQAI Qashqai 1.3 Petrol SV Model PAN Ro,"€23,450",Nissan,Qashqai,SV,Medium Trim,2019,"46,085 km",Petrol,Manual,SUV,1.3 litre,160hp,8.9 sec,5,5,White,Ireland,1,270,Jul 2023,5/5,Available,,,,
545,Ford C-MAX 2014,"€8,750",Ford,C-MAX,Edition,Base Trim,2014,"98,000 mi",Diesel,Manual,MPV,1.6 litre,95hp,13.3 sec,5,4,Purple,Ireland,1,200,Jan 2023,5/5,,,,,
546,2011 LANDROVER RANGE ROVER VOGUE 4.4 DIESEL AUTO,"€29,950",LAND ROVER,Range Rover,,,2011,"116,000 mi",Diesel,Automatic,SUV,4.4 litre,,,5,,,,,,,,,,,,
547,"Toyota Proace, 2019","€19,950",Toyota,Proace,,,2019,"69,000 km",Diesel,Manual,MPV,2.0 litre,,,3,,,,,,,,,,,,
548,Bmw 1 series 120i msport,"€14,500",BMW,1-Series,ES,Base Trim,2013,"137,000 km",Petrol,Automatic,Hatchback,1.6 litre,136hp,9.1 sec,5,5,White,Ireland,1,210,Mar 2023,5/5,,,,,
549,"BMW 5-Series, 2019 M Sport","€42,950",BMW,5-Series,M Sport,Sports Trim,2019,"68,500 mi",Diesel,Automatic,Saloon,2.0 litre,190hp,7.3 sec,5,4,Blue,Ireland,---,200,May 2023,5/5,,,,,
550,Mercedes-Benz E-Class 220d AMG - 19 Inch Alloys -,"€39,946",Mercedes-Benz,E-Class,AMG SPORT,Sports Trim,2017,"57,400 km",Diesel,Automatic,Coupe,2.0 litre,194hp,7.4 sec,4,2,Grey,Ireland,3,200,Mar 2023,5/5,Available,,,,
551,Nissan NV300 Nv300 LWB 120 SV RPS RVC 4DR,No Price,Nissan,NV300,,,2019,"57,161 km",Diesel,Manual,Van,1.6 litre,,,---,,,,,,,,,,,,
552,Kia Optima  price Drop  K2 4DR,"€22,750",KIA,Optima,K2,Base Trim,2019,"112,353 km",Diesel,Manual,Saloon,1.6 litre,136hp,10.6 sec,5,4,Blue,Ireland,1,200,Jul 2023,5/5,,,,,
553,Toyota Vitz 1.0 Terra,"€16,990",Toyota,Vitz,Terra,Medium Trim,2019,"43,310 mi",Petrol,Automatic,Hatchback,1.0 litre,68hp,12 sec,5,5,Silver,Ireland,1,210,---,---,Available,,,,
554,"Fiat 500, 2019 Star Top Spec","€16,499",Fiat,500,---,---,2019,"15,500 mi",Petrol,Manual,Hatchback,1.2 litre,---,---,4,3,White,Northern Ireland,1,---,---,---,,,,,
555,Nissan Qashqai 161,"€18,500",Nissan,Qashqai,SV Premium,Medium Trim,2016,"73,000 km",Diesel,Unknown,Hatchback,1.5 litre,110hp,11.9 sec,5,---,Grey,Ireland,---,190,Mar 2024,5/5,,,,,
556,Volkswagen Tiguan Life 2.0tdi 122BHP IN Stock FOR,"€38,950",Volkswagen,Tiguan,Highline,Luxury Trim,2021,"19,500 km",Diesel,Manual,SUV,2.0 litre,150hp,9.4 sec,5,5,Grey,Ireland,1,280,Jan 2025,5/5,Available,,,,
557,Mazda 6 Diesel 150BHP Platinum,"€18,950",Mazda,6,PLATINUM,---,2018,"88,434 mi",Diesel,Manual,Saloon,2.2 litre,150hp,9.0 sec,5,4,Red,Ireland,1,190,Mar 2024,5/5,3 Month,,,,
558,Enclosed Transportation of 🏍&🛵's 🇬🇧🔄🇮🇪,"€1,111",YAMAHA,YZF,,,1999,"10,000 km",,,,750 cc,,,,,,,,,,,,,,,
559,Ford Galaxy 2.0tdci 180PS Zetec Powershift,"€28,900",Ford,Galaxy,Zetec,Base Trim,2017,"112,000 km",Diesel,Automatic,MPV,2.0 litre,180hp,9.6 sec,7,4,Grey,Ireland,2,280,Jan 2023,5/5,Available,,,,
560,Ford Focus 1.0l Ecoboost 125PS St-line Style,"€31,000",Ford,Focus,ST-Line Style,Sports Trim,2022,100 km,Petrol,Manual,Estate,1.0 litre,125hp,11.4 sec,5,4,Grey,Ireland,1,---,---,---,Available,,,,
561,BID ONLINW NOW - FAST TOW PETROL WINCH FOR AUCTION,No Price,Other,,,,,,,,,,,,,,,,,,,,,,,Other,
562,Land Rover Discovery 3.0d Commericial SE 4WD Auto,"€45,950",LAND ROVER,Discovery,---,---,2019,"73,249 km",Diesel,Automatic,SUV,3.0 litre,---,---,---,5,Black,Ireland,2,---,---,---,2 Year,,,,
563,BMW 4-Series  - 435D GRAND COUPE 2015,"€28,950",BMW,4-Series,M Sport,Sports Trim,2015,"104,000 mi",Diesel,Unknown,Coupe,3.0 litre,313hp,4.8 sec,5,4,Grey,Ireland,1,390,Jul 2023,---,,,,,
